order_id,order_date,customer_id,product_id,category,quantity,price_per_unit,payment_method,total_order_value,order_status
251,2/19/2025,251,90574-JS-486,Outdoor,635,124,PayPal,982.73,Completed
252,2/18/2025,252,36880-JH-514,Food - Frozen,129,25,debit card,708.49,Completed
253,1/7/2025,253,66103-WC-717,Food - Spices,428,266,Google Pay,35.37,Pending
254,3/2/2025,254,05020-GR-085,Food - Gourmet Rice,930,338,PayPal,497.27,Completed
255,12/22/2024,255,93472-TY-546,Crafts,312,331,Apple Pay,705.34,Completed
256,11/3/2024,256,03248-VG-398,Food - Condiments,983,177,Google Pay,277.0,Completed
257,1/3/2025,257,59154-KR-600,Outdoor,958,311,,238.45,Completed
258,10/31/2024,258,68684-WU-748,Food - Grains,121,206,PayPal,407.07,Completed
259,8/22/2024,259,40757-UK-219,Food - Condiments,219,291,Venmo,184.32,Cancelled
260,11/5/2024,260,47345-CW-622,Office,802,483,Apple Pay,348.36,Completed
261,8/15/2024,261,82479-IM-832,Food - Baking,560,497,Venmo,939.41,Completed
262,7/4/2025,262,72999-UE-460,Food - Frozen Food,741,447,Apple Pay,173.19,Completed
263,11/28/2024,263,42188-NX-084,Food - Snacks,854,332,Venmo,34.69,Completed
264,1/7/2025,264,57386-UL-132,Food - Prepared Foods,255,270,Apple Pay,751.41,Completed
265,7/16/2025,265,63139-WL-133,Food - Protein,198,394,debit card,706.32,Completed
266,7/11/2025,266,86743-LK-230,Food - Condiments,860,37,,147.16,Returned
267,6/6/2025,267,85507-ME-162,Food - Snacks,931,466,credit card,842.81,Completed
268,7/18/2025,268,78292-LR-283,Food - Beverages,737,,Google Pay,489.32,Completed
269,7/17/2025,269,39570-MV-601,Food - Dairy,545,323,,853.64,Completed
270,3/28/2025,270,74806-ZW-175,Automotive,175,485,Google Pay,783.37,Completed
271,11/4/2024,271,20567-DM-760,Food - Soups,421,,debit card,624.63,Completed
272,5/20/2025,272,45574-PU-772,Books,905,456,Apple Pay,859.52,Completed
273,8/24/2024,273,96610-HL-563,Food - Condiments,172,351,Google Pay,313.91,Pending
274,8/21/2024,274,77235-WC-163,Food - Frozen Desserts,706,450,Apple Pay,899.74,Completed
275,9/8/2024,275,64445-RM-632,Clothing - Pants,362,437,debit card,999.3,Completed
276,12/10/2024,276,92803-UY-742,,745,191,Venmo,440.9,Completed
277,3/9/2025,277,10581-HE-348,Food - Snacks,412,277,Apple Pay,410.25,Completed
278,8/17/2024,278,57512-DL-384,Food - Sides,873,253,credit card,405.19,Completed
279,8/17/2024,279,12394-MG-603,Kitchen,553,212,PayPal,476.01,Completed
280,8/21/2024,280,,Travel,41,318,credit card,641.48,Completed
281,8/17/2024,281,65233-AO-968,,303,256,Venmo,342.32,Pending
282,11/8/2024,282,08384-ND-461,Garden,673,481,credit card,216.43,Completed
283,11/18/2024,283,80896-BY-558,Food - Baking,355,213,Apple Pay,695.9,Completed
284,12/9/2024,284,74569-RO-630,Food - Pasta,251,,Apple Pay,84.31,Cancelled
285,8/18/2024,285,97580-UU-840,Outdoor,743,318,Google Pay,342.48,Completed
286,12/24/2024,286,65904-QX-576,Outdoor,778,175,debit card,250.21,Completed
287,11/12/2024,287,24572-DG-751,Food - Condiments,,298,Venmo,910.02,Cancelled
288,4/14/2025,288,21855-AX-751,Food - Condiments,390,403,Google Pay,65.24,Completed
289,4/18/2025,289,00856-SP-072,Fitness,667,,PayPal,118.25,Completed
290,1/21/2025,290,95850-BJ-245,Food - Grains,437,500,Google Pay,122.27,Completed
291,2/16/2025,291,48286-LJ-128,Kitchen,663,133,Apple Pay,830.05,Completed
292,2/19/2025,292,72456-GM-041,Fitness,662,454,Venmo,685.58,Pending
293,3/17/2025,293,25262-WE-396,Kitchen,720,24,PayPal,846.29,Completed
294,12/24/2024,294,21737-LF-714,Pets,662,354,Apple Pay,316.29,Completed
295,6/26/2025,295,86133-QP-319,Outdoor,192,43,debit card,162.35,Completed
296,9/4/2024,296,92826-DR-997,Food - Fresh Produce,432,225,Google Pay,537.34,Completed
297,1/9/2025,297,66725-VP-556,Kitchen,732,258,,139.03,Returned
298,1/30/2025,298,74624-IA-736,Smart Home,306,213,credit card,603.54,Completed
299,2/27/2025,299,80671-SW-108,Food - Frozen Foods,214,37,Apple Pay,120.04,Cancelled
300,9/9/2024,300,99568-ON-333,Footwear,740,243,credit card,846.08,Completed
301,1/2/2025,301,33053-YY-128,Fitness,401,195,PayPal,97.72,Pending
302,8/16/2024,302,70269-DL-986,Food - Condiments,122,397,Apple Pay,328.42,Completed
303,10/20/2024,303,69531-GM-181,Food - Condiments,714,35,credit card,495.01,Completed
304,11/17/2024,304,99707-QO-016,Food - Canned Goods,178,436,,628.04,Completed
305,12/31/2024,305,93410-IA-945,Outdoor,,361,Venmo,285.82,Completed
306,11/27/2024,306,71483-ZB-084,Food - Breakfast,317,220,Venmo,139.15,Completed
307,9/8/2024,307,62603-MA-111,Pets,922,362,Google Pay,717.98,Completed
308,12/26/2024,308,58894-VT-960,Food - Grains,295,112,credit card,338.6,Completed
309,9/29/2024,309,01044-GX-946,Kitchen,569,449,debit card,704.41,Returned
310,12/18/2024,310,62714-QQ-296,Clothing - Outerwear,321,358,Venmo,685.9,Completed
311,5/19/2025,311,96879-UW-236,Clothing - Activewear,315,239,Apple Pay,818.52,Completed
312,10/16/2024,312,53030-GM-797,Food - Breakfast,318,411,credit card,495.82,Completed
313,10/16/2024,313,00910-WI-055,Books,547,431,Google Pay,644.9,Completed
314,9/10/2024,314,05913-NI-097,Kitchen,713,385,PayPal,832.65,Completed
315,5/8/2025,315,34465-RO-319,Kitchen,,234,Google Pay,758.01,Completed
316,7/14/2025,316,83676-OL-547,Food - Spices,600,252,credit card,450.4,Completed
317,7/16/2025,317,72667-FR-042,Food - Deli Meats,746,,PayPal,378.62,Completed
318,6/26/2025,318,02714-AC-069,Automotive,427,231,Venmo,341.94,Cancelled
319,11/6/2024,319,17547-JG-572,Food - Seasonings,814,442,PayPal,991.37,Cancelled
320,9/22/2024,320,96380-QT-094,Food - Frozen Foods,772,494,Venmo,653.38,Completed
321,8/16/2024,321,86936-JS-747,Office,196,378,credit card,527.53,Completed
322,6/3/2025,322,51187-UQ-926,Food - Condiments,595,229,debit card,64.67,Cancelled
323,7/18/2025,323,46407-XF-655,Accessories,,329,credit card,361.22,Completed
324,4/9/2025,324,75340-DK-943,Food - Breakfast,696,500,Apple Pay,261.04,Completed
325,3/1/2025,325,19365-XX-543,Food - Snacks,538,,credit card,242.87,Completed
326,1/7/2025,326,72989-EA-129,Accessories,508,222,PayPal,181.02,Pending
327,12/27/2024,327,98695-JJ-284,Pets,503,72,Apple Pay,801.57,Completed
328,1/18/2025,328,84577-DN-456,,551,48,Apple Pay,506.58,Completed
329,12/7/2024,329,84098-GN-116,Photography,623,469,credit card,912.1,Completed
330,1/2/2025,330,78703-GB-460,Food - Canned Goods,638,254,Apple Pay,187.09,Completed
331,5/23/2025,331,14945-XD-475,Food - Baking,415,384,PayPal,856.96,Pending
332,1/19/2025,332,45422-RE-303,Pets,722,129,PayPal,544.07,Completed
333,8/20/2024,333,79295-JF-594,Home,771,151,debit card,596.5,Completed
334,5/26/2025,334,67895-BN-068,Food - Beverages,724,309,,318.38,Completed
335,8/29/2024,335,37916-TT-464,Food - Sauces,222,,Apple Pay,947.31,Completed
336,5/14/2025,336,75755-LQ-365,Kitchen,102,266,credit card,348.55,Completed
337,6/5/2025,337,12053-GE-294,Clothing - Activewear,962,151,credit card,261.65,Completed
338,9/16/2024,338,02431-QA-526,Food - Meat Substitutes,521,360,debit card,568.47,Completed
339,11/20/2024,339,08554-LY-996,Home,183,389,credit card,101.79,Completed
340,2/12/2025,340,81634-UN-379,Food - Frozen Food,706,360,debit card,32.7,Pending
341,6/28/2025,341,84578-GI-891,Food - Snacks,474,,credit card,444.58,Completed
342,11/10/2024,342,53061-VD-415,Kitchen,809,161,Apple Pay,452.39,Completed
343,10/31/2024,343,46492-HR-597,Kitchen,,240,Google Pay,178.12,Completed
344,3/4/2025,344,85353-AB-423,Fitness,691,468,Venmo,204.73,Completed
345,4/3/2025,345,04332-AV-130,Food - Bakery,31,203,credit card,617.65,Completed
346,12/26/2024,346,15370-QL-415,,481,23,Venmo,28.55,Returned
347,10/1/2024,347,01276-RF-348,Automotive,493,174,Google Pay,159.44,Completed
348,3/22/2025,348,25044-SI-466,Food - Condiments,19,482,Google Pay,481.78,Completed
349,12/28/2024,349,91266-UB-584,Kitchen,703,161,credit card,71.81,Completed
350,8/6/2024,350,67565-KC-460,Clothing - Shirts,706,247,Google Pay,583.56,Completed
351,2/2/2025,351,88083-IW-855,Crafts,772,448,Apple Pay,407.97,Completed
352,10/28/2024,352,16933-IS-642,Kitchen,127,270,debit card,498.28,Completed
353,3/24/2025,353,46416-UX-545,Health,746,237,PayPal,459.88,Completed
354,3/12/2025,354,35968-NP-525,Food - Condiments,134,380,,788.34,Pending
355,11/10/2024,355,71396-FT-110,,672,256,Venmo,638.56,Completed
356,8/31/2024,356,92459-QO-780,Home,782,461,Apple Pay,910.62,Completed
357,3/17/2025,357,94602-OO-946,Pets,818,358,Google Pay,660.21,Pending
358,8/1/2025,358,28531-RB-510,Clothing - Tops,839,437,Apple Pay,56.15,Completed
359,11/30/2024,359,91996-MF-402,Kitchen,371,343,Google Pay,828.01,Completed
360,4/23/2025,360,17436-GV-561,Food - Snacks,601,52,Google Pay,49.59,Completed
361,4/29/2025,361,03730-SX-646,Toys,853,440,credit card,800.8,Returned
362,11/26/2024,362,59075-QT-776,Food - Condiments,61,,debit card,167.03,Completed
363,6/20/2025,363,93377-BK-874,Kitchen,559,277,Google Pay,963.1,Completed
364,8/25/2024,364,67245-SP-995,Travel,601,206,Apple Pay,27.38,Completed
365,11/18/2024,365,87075-AG-140,Kitchen,987,89,,240.83,Completed
366,7/30/2025,366,59225-LA-490,Food - Pasta,308,310,debit card,67.65,Returned
367,3/15/2025,367,61164-GE-693,Food - Dairy,323,,debit card,79.54,Completed
368,8/4/2025,368,,Food - Sauces,119,64,credit card,285.82,Completed
369,12/2/2024,369,73299-XN-779,Garden,,56,Venmo,936.35,Completed
370,5/6/2025,370,56427-QF-311,Clothing - Footwear,67,,Venmo,549.8,Completed
371,9/10/2024,371,80968-GH-840,Fitness,417,20,PayPal,660.4,Completed
372,8/18/2024,372,13962-SN-704,Automotive,749,48,debit card,862.62,Completed
373,1/26/2025,373,68809-UQ-854,Food - Sides,144,46,Apple Pay,226.29,Pending
374,9/8/2024,374,98406-YN-480,Kitchen,648,193,debit card,990.45,Completed
375,2/9/2025,375,51136-EJ-718,Food - Dressings,567,458,,705.87,Completed
376,10/27/2024,376,26766-SA-629,Food - Condiments,225,42,PayPal,118.25,Completed
377,1/27/2025,377,99682-DI-463,Accessories,423,437,debit card,626.18,Completed
378,4/8/2025,378,,,592,110,debit card,904.63,Completed
379,11/4/2024,379,94487-OE-003,Accessories,475,42,Apple Pay,379.51,Cancelled
380,7/29/2025,380,50183-PI-053,Food - Breakfast,753,326,Apple Pay,321.7,Completed
381,2/15/2025,381,62832-ZE-251,Home,150,125,Apple Pay,332.58,Cancelled
382,3/31/2025,382,97010-OL-327,Kitchen,96,274,,13.53,Completed
383,2/11/2025,383,17323-QK-723,Automotive,913,234,PayPal,156.02,Completed
384,6/4/2025,384,65747-KJ-299,Food - Fresh Produce,497,309,credit card,28.14,Completed
385,12/31/2024,385,89847-BV-899,Food - Condiments,962,85,Google Pay,5.43,Completed
386,8/11/2024,386,19268-KA-286,Food - Nuts,147,32,Google Pay,93.26,Returned
387,4/16/2025,387,85338-YL-561,Food - Condiments,441,252,Venmo,148.55,Returned
388,11/28/2024,388,77960-IP-348,Outdoor,215,500,debit card,745.24,Completed
389,7/6/2025,389,46118-ZG-111,Food - Frozen Desserts,757,462,PayPal,675.94,Completed
390,12/31/2024,390,02013-XM-657,Food - Grains,22,326,Apple Pay,57.24,Completed
391,7/21/2025,391,33513-MM-592,Food - Snacks,183,421,credit card,850.31,Completed
392,5/29/2025,392,16926-JO-926,Garden,397,172,PayPal,18.29,Pending
393,1/9/2025,393,53483-CB-481,Kitchen,704,296,PayPal,362.96,Completed
394,12/12/2024,394,99364-BQ-825,Food - Snacks,552,369,credit card,767.77,Completed
395,11/2/2024,395,09723-LA-632,Kitchen,390,488,PayPal,407.3,Cancelled
396,11/10/2024,396,45903-YO-350,Food - Canned Goods,825,341,Google Pay,237.91,Completed
397,8/22/2024,397,57106-MF-960,Food - Beverages,942,267,PayPal,236.67,Completed
398,5/24/2025,398,50779-BA-791,Food - Household,678,248,,307.41,Completed
399,11/15/2024,399,10593-IJ-719,Fitness,662,500,Venmo,49.34,Cancelled
400,10/22/2024,400,22299-GE-965,Food - Bakery,49,,PayPal,681.88,Completed
401,5/10/2025,401,80395-IE-273,Kitchen,272,343,Google Pay,999.54,Completed
402,6/16/2025,402,74127-YS-172,,621,324,debit card,63.33,Completed
403,10/18/2024,403,85860-XV-592,Food - Snacks,330,308,,10.29,Completed
404,7/29/2025,404,35999-LJ-407,Food - Deli Meats,796,227,PayPal,615.59,Completed
405,4/10/2025,405,72173-QQ-936,Fitness,870,369,PayPal,91.98,Completed
406,5/21/2025,406,05473-TG-728,Kitchen,650,396,PayPal,368.35,Pending
407,7/1/2025,407,63752-GG-438,Food - Grains,348,257,,619.43,Cancelled
408,10/22/2024,408,57989-BM-065,Health,744,391,Google Pay,805.01,Completed
409,3/21/2025,409,26950-MU-702,Kitchen,150,436,credit card,507.99,Completed
410,4/18/2025,410,39112-XG-073,Food - Deli,280,344,Venmo,411.84,Completed
411,1/10/2025,411,,Pets,701,437,Apple Pay,575.77,Completed
412,11/13/2024,412,46862-DH-100,Clothing,74,,Google Pay,122.66,Completed
413,5/14/2025,413,58036-IC-209,Food - Snacks,5,70,Google Pay,721.95,Completed
414,5/15/2025,414,71203-AC-967,Food - Snacks,0,60,credit card,166.96,Returned
415,10/9/2024,415,92059-QD-468,,546,498,PayPal,307.48,Completed
416,12/13/2024,416,91066-ZR-788,Food - Frozen Fruits,605,390,credit card,465.21,Completed
417,3/7/2025,417,30883-BZ-976,Kitchen,758,68,credit card,911.08,Completed
418,2/12/2025,418,16850-AK-757,Fitness,892,363,PayPal,713.51,Completed
419,1/10/2025,419,30165-HV-855,Food - Dairy,521,321,Venmo,416.09,Returned
420,6/26/2025,420,43119-PS-424,Smart Home,274,172,PayPal,327.18,Completed
421,12/26/2024,421,25703-CU-094,Food - Snacks,219,,Apple Pay,306.21,Completed
422,3/3/2025,422,92746-JO-844,Food - Frozen Desserts,968,400,debit card,360.26,Completed
423,1/4/2025,423,39252-UG-495,Pets,796,91,Google Pay,559.38,Completed
424,10/14/2024,424,33164-NI-689,Food - Snacks,738,275,PayPal,255.23,Completed
425,12/12/2024,425,88074-MX-331,Food - Desserts,635,157,,155.37,Completed
426,9/10/2024,426,54144-AI-967,Food - Baking,728,405,Venmo,662.52,Completed
427,6/29/2025,427,40464-XM-479,Food - Marinades,401,365,debit card,141.49,Completed
428,9/4/2024,428,81599-WC-470,Clothing - Tops,657,37,Google Pay,566.14,Completed
429,6/19/2025,429,68647-GV-671,Food - Meat,82,196,Google Pay,157.89,Completed
430,3/19/2025,430,69382-QP-654,Food - Condiments,872,360,Google Pay,243.96,Returned
431,3/15/2025,431,66841-VT-404,Food - Snacks,426,324,Apple Pay,807.1,Cancelled
432,2/13/2025,432,47639-UR-333,Food - Snacks,744,206,PayPal,939.92,Completed
433,5/5/2025,433,00411-VM-803,Audio,114,320,Venmo,581.7,Cancelled
434,11/19/2024,434,85303-KC-800,Food - Meat,747,229,credit card,619.14,Completed
435,9/18/2024,435,22913-RM-896,Food - Condiments,985,441,credit card,226.44,Cancelled
436,4/5/2025,436,00852-YM-532,Health,622,379,credit card,131.0,Returned
437,12/29/2024,437,02072-HZ-403,Food - Frozen Foods,540,475,Apple Pay,335.47,Completed
438,6/12/2025,438,60661-IB-138,Kitchen,927,165,Google Pay,352.7,Completed
439,4/16/2025,439,52421-AJ-236,Food - Canned Goods,784,287,credit card,618.94,Completed
440,4/14/2025,440,96092-DO-613,Food - Vegetables,624,306,credit card,193.24,Completed
441,12/19/2024,441,90841-QH-757,Food - Soups,362,246,PayPal,525.31,Returned
442,2/4/2025,442,40573-FQ-262,Kitchen,986,439,debit card,66.41,Completed
443,4/30/2025,443,21637-MO-868,Food - Produce,585,456,Google Pay,622.5,Completed
444,11/23/2024,444,48203-UD-712,Kitchen,243,179,Apple Pay,469.39,Completed
445,4/29/2025,445,48193-GZ-721,Electronics,704,229,Venmo,863.83,Pending
446,9/20/2024,446,42835-AG-067,Food - Snacks,172,448,Google Pay,273.48,Completed
447,9/22/2024,447,92131-EE-698,Outdoor,381,87,Google Pay,997.89,Pending
448,1/30/2025,448,48285-JG-467,Fitness,795,103,credit card,824.29,Pending
449,10/11/2024,449,05043-CD-775,Music,652,446,Apple Pay,536.28,Returned
450,10/15/2024,450,24135-UR-112,Smart Home,972,26,debit card,885.61,Completed
451,11/8/2024,451,67755-FG-486,Food - Grains,145,421,Venmo,255.69,Pending
452,11/5/2024,452,73050-QU-636,Garden,367,137,Google Pay,871.1,Completed
453,8/22/2024,453,27700-CS-515,Beauty,745,390,credit card,657.67,Completed
454,7/17/2025,454,47190-QT-481,Clothing - Outerwear,972,427,Google Pay,328.22,Completed
455,2/11/2025,455,35797-BD-659,Food - Meat,350,471,credit card,464.86,Cancelled
456,8/12/2024,456,88873-KF-291,Food - Dairy,40,384,debit card,675.96,Completed
457,6/11/2025,457,10805-WJ-530,Health,817,392,PayPal,766.19,Completed
458,10/7/2024,458,45384-QV-230,Food - Condiments,494,378,debit card,329.71,Completed
459,3/8/2025,459,10353-GV-941,Fitness,793,203,Venmo,890.72,Completed
460,1/30/2025,460,23746-LE-510,Toys,154,145,Venmo,603.99,Completed
461,5/16/2025,461,89337-LC-632,Food - Nut Butters,452,75,Apple Pay,632.21,Completed
462,12/13/2024,462,08711-UG-483,Smart Home,455,356,debit card,164.2,Completed
463,8/21/2024,463,53285-CX-875,Food - Dairy,,182,Apple Pay,891.03,Pending
464,10/22/2024,464,78316-CK-196,Home Appliances,633,171,debit card,985.39,Returned
465,8/13/2024,465,58788-EE-726,Home Appliances,457,127,PayPal,990.34,Cancelled
466,12/11/2024,466,44988-YJ-965,Food - Snacks,569,174,PayPal,808.66,Completed
467,9/7/2024,467,53031-OB-157,Accessories,776,291,PayPal,433.57,Completed
468,9/27/2024,468,71333-HH-982,Toys,651,243,debit card,570.35,Returned
469,5/3/2025,469,83487-FQ-968,Kitchen,729,83,Venmo,896.29,Completed
470,1/16/2025,470,18075-IB-043,Crafts,525,82,Venmo,41.11,Completed
471,6/28/2025,471,53555-MF-997,Tools,687,301,Google Pay,222.69,Completed
472,12/7/2024,472,13368-DJ-175,Accessories,124,380,Apple Pay,773.49,Completed
473,10/20/2024,473,22917-RR-827,Food - Dairy Alternatives,795,354,Venmo,501.33,Completed
474,9/11/2024,474,98262-UT-799,Food - Frozen Foods,912,425,PayPal,191.77,Completed
475,11/6/2024,475,83587-ZH-317,Food - Prepared Foods,985,469,PayPal,953.62,Completed
476,3/29/2025,476,63631-LL-494,Kitchen,363,109,PayPal,312.07,Pending
477,11/21/2024,477,97188-VH-321,Food - Condiments,832,,Google Pay,136.94,Completed
478,12/8/2024,478,79407-HZ-624,Food - Meats,871,70,Google Pay,324.9,Completed
479,7/16/2025,479,58117-RN-977,Electronics,807,269,Venmo,64.21,Completed
480,1/25/2025,480,15099-TH-296,Outdoor,681,398,credit card,662.73,Completed
481,11/13/2024,481,50032-XH-494,Kitchen,629,177,Venmo,437.32,Completed
482,12/5/2024,482,56680-EU-926,Clothing - Coats,868,396,,246.38,Completed
483,5/17/2025,483,29698-MX-085,Food - Spices,657,48,debit card,511.74,Completed
484,9/24/2024,484,18514-CF-584,Food - Grains,190,452,Google Pay,838.27,Completed
485,3/27/2025,485,60953-IU-622,Automotive,214,241,debit card,70.5,Completed
486,9/1/2024,486,48615-SQ-916,,180,374,Google Pay,110.79,Completed
487,4/25/2025,487,67178-GD-734,Food - Condiments,330,25,,223.17,Completed
488,10/10/2024,488,99807-HQ-119,Sports,847,445,debit card,65.48,Returned
489,5/24/2025,489,32583-IZ-724,Outdoor,555,477,credit card,396.25,Completed
490,3/2/2025,490,67136-SL-126,Fitness,314,124,Apple Pay,509.47,Returned
491,8/10/2024,491,66846-OS-427,Health,786,320,Apple Pay,706.48,Completed
492,8/14/2024,492,96269-RP-576,Food - Condiments,50,140,Google Pay,798.48,Returned
493,5/17/2025,493,58609-MZ-930,Home,132,333,PayPal,882.51,Completed
494,3/6/2025,494,41990-ZB-857,Food - Frozen Meals,954,177,credit card,682.56,Completed
495,10/29/2024,495,47541-BX-991,Food - Breakfast,573,34,Google Pay,791.26,Completed
496,4/25/2025,496,55181-QC-700,Kitchen,215,280,Venmo,66.85,Completed
497,7/17/2025,497,58754-IC-430,Outdoor,910,268,debit card,521.53,Completed
498,7/22/2025,498,37322-CC-389,Food - Produce,242,423,Apple Pay,608.88,Pending
499,7/30/2025,499,01170-CV-831,Outdoor,478,125,Google Pay,770.74,Completed
500,11/1/2024,500,57481-VZ-654,Outdoor,689,326,Apple Pay,962.89,Completed
501,8/3/2025,501,38759-TB-522,Food - Snacks,399,472,debit card,875.04,Completed
502,6/2/2025,502,40671-KA-456,Garden,335,,Google Pay,953.25,Completed
503,9/14/2024,503,64985-MZ-040,Kitchen,427,462,PayPal,62.85,Cancelled
504,3/17/2025,504,73052-MQ-686,Clothing - Jumpsuits,387,220,Apple Pay,820.29,Completed
505,1/14/2025,505,00591-RP-926,Food - Beverages,97,361,,97.86,Completed
506,9/29/2024,506,10501-WK-649,Outdoor,376,22,Venmo,496.82,Completed
507,2/22/2025,507,54042-IT-956,Office,332,178,Venmo,953.07,Returned
508,7/11/2025,508,31986-UO-763,Food - Grains,922,492,Apple Pay,629.48,Completed
509,11/20/2024,509,10565-IP-173,Food - Snacks,,230,debit card,987.04,Cancelled
510,9/18/2024,510,57197-AQ-587,Food - Frozen,225,371,Apple Pay,902.3,Completed
511,1/20/2025,511,75516-SL-493,Food - Canned Goods,420,153,PayPal,68.97,Completed
512,12/13/2024,512,88245-JN-303,Food - Breakfast,73,134,Venmo,121.94,Completed
513,11/10/2024,513,91660-AE-280,Food - Condiments,92,,debit card,753.7,Completed
514,4/22/2025,514,38361-RJ-295,Toys,432,133,Google Pay,458.24,Completed
515,1/26/2025,515,75802-OI-566,Smart Home,694,499,Venmo,565.63,Completed
516,6/5/2025,516,94984-PV-287,Food - Breakfast,636,337,Apple Pay,38.09,Pending
517,8/5/2024,517,12777-IA-157,Home,125,364,debit card,924.44,Returned
518,5/19/2025,518,89974-ZF-096,Home,602,129,,162.52,Completed
519,11/20/2024,519,27696-IY-806,Home,554,65,debit card,948.88,Returned
520,8/23/2024,520,97495-MI-021,Food - Supplements,756,156,Venmo,385.67,Completed
521,10/3/2024,521,97258-RO-613,Health,938,188,Venmo,486.64,Completed
522,7/11/2025,522,38907-GG-789,,21,279,,554.51,Completed
523,7/17/2025,523,52487-FB-608,Food - Dairy,815,295,credit card,795.22,Completed
524,9/16/2024,524,82521-AX-421,Food - Snacks,437,108,Apple Pay,150.74,Completed
525,2/24/2025,525,62141-JW-889,Food - Condiments,2,324,credit card,858.29,Completed
526,8/8/2024,526,48302-KH-858,Clothing - Accessories,45,169,,903.46,Completed
527,8/5/2024,527,17338-JO-341,,,167,Apple Pay,627.62,Completed
528,10/23/2024,528,79055-WY-132,Food - Condiments,902,226,Apple Pay,653.65,Pending
529,5/12/2025,529,04824-JN-651,Food - Frozen,870,383,,413.21,Cancelled
530,6/11/2025,530,44941-RA-164,Food - Snacks,358,87,Venmo,211.08,Returned
531,3/25/2025,531,88881-PZ-125,Outdoor,300,365,Apple Pay,629.98,Completed
532,7/27/2025,532,89087-LI-575,Food,658,79,debit card,161.5,Completed
533,11/26/2024,533,62908-AM-539,Food - Snacks,416,200,credit card,922.61,Completed
534,12/8/2024,534,07814-NE-757,Food - Fresh Produce,572,486,Venmo,947.45,Returned
535,11/10/2024,535,55468-PL-753,Art Supplies,773,368,credit card,840.85,Completed
536,12/18/2024,536,04095-ZR-721,Kitchen,197,191,Google Pay,120.88,Completed
537,6/26/2025,537,66843-EY-060,Health,374,386,Google Pay,446.76,Completed
538,6/14/2025,538,23904-CN-690,Kitchen,451,334,Apple Pay,184.53,Pending
539,7/31/2025,539,76515-AY-695,Food - Snacks,885,344,credit card,783.99,Completed
540,9/13/2024,540,91557-OT-249,Food - Seafood,12,179,Apple Pay,466.78,Completed
541,1/6/2025,541,15696-HD-964,Outdoor,414,249,Venmo,555.46,Completed
542,10/11/2024,542,73871-UI-999,Fitness,148,193,Google Pay,21.78,Completed
543,7/13/2025,543,03201-XX-092,Fitness,311,268,,127.3,Pending
544,9/23/2024,544,65880-EJ-707,Fitness,481,425,PayPal,938.73,Completed
545,7/28/2025,545,90919-NR-825,Kitchen,40,124,debit card,399.83,Completed
546,6/30/2025,546,09433-GE-938,Electronics,,192,credit card,989.53,Returned
547,7/15/2025,547,57942-YH-475,Home,380,277,Google Pay,533.9,Completed
548,9/30/2024,548,09797-YQ-290,Outdoor,640,258,Venmo,320.15,Returned
549,10/14/2024,549,40729-EM-161,Safety,558,369,Google Pay,667.68,Completed
550,7/29/2025,550,79076-GN-666,Kitchen,884,247,debit card,752.23,Completed
551,8/20/2024,551,59723-PX-139,Food - Snacks,117,259,Google Pay,796.75,Completed
552,4/20/2025,552,08705-YR-663,Food - Frozen Foods,470,54,Google Pay,531.59,Pending
553,1/22/2025,553,26744-WV-621,Food - Baking,841,17,debit card,349.76,Completed
554,10/21/2024,554,40276-ZY-804,Food - Snacks,559,221,PayPal,447.54,Completed
555,7/1/2025,555,30123-EF-615,Electronics,910,124,credit card,924.18,Completed
556,3/4/2025,556,72592-CL-785,Food - Meat,995,464,PayPal,220.57,Completed
557,8/14/2024,557,53146-MT-838,Food - Snacks,377,383,Apple Pay,186.72,Completed
558,10/10/2024,558,99362-RY-164,Beauty,467,75,Google Pay,995.02,Completed
559,12/28/2024,559,60557-VP-326,Food - Snacks,848,315,debit card,816.04,Returned
560,10/12/2024,560,58046-UK-284,Electronics,12,431,credit card,531.29,Completed
561,6/1/2025,561,93829-NB-883,Food - Grains,638,142,Venmo,860.56,Completed
562,10/30/2024,562,61933-TC-789,Food - Bakery,268,198,PayPal,114.02,Completed
563,9/8/2024,563,42234-FO-271,Food - Soups,271,407,debit card,275.19,Completed
564,6/24/2025,564,21373-TO-217,Garden,31,331,Google Pay,315.86,Completed
565,3/13/2025,565,42194-SX-993,Office,653,483,credit card,40.82,Completed
566,1/21/2025,566,98036-IB-553,Food - Bakery,403,258,Apple Pay,162.74,Cancelled
567,9/12/2024,567,95184-DO-940,Food - Snacks,156,389,Venmo,490.51,Pending
568,1/6/2025,568,97822-AT-232,,180,140,debit card,692.43,Completed
569,12/19/2024,569,16385-TP-245,Food - Snacks,393,267,Venmo,792.58,Completed
570,1/24/2025,570,32541-PA-096,Kitchen,57,231,Venmo,439.2,Completed
571,3/7/2025,571,77533-RS-604,Food - Pasta,442,23,Google Pay,395.66,Completed
572,8/11/2024,572,20761-VB-464,Office,738,245,credit card,29.22,Completed
573,5/8/2025,573,77868-SU-805,Food - Canned Goods,364,100,Apple Pay,158.73,Completed
574,2/15/2025,574,85522-FC-305,Pets,496,17,Apple Pay,772.69,Completed
575,9/30/2024,575,81060-EX-208,Fitness,22,210,debit card,808.64,Completed
576,2/5/2025,576,01182-RN-278,,647,134,PayPal,842.12,Completed
577,6/16/2025,577,61642-ZF-599,Kitchen,584,469,Google Pay,156.31,Cancelled
